Timestamp,Observation Date,Observation Time,Rip Current Activity [Balboa Ct.],Rip Current Activity [San Fernando Pl.],Rip Current Activity [Santa Clara Pl.],Balboa Ct. Rip Index,San Fernando Pl Rip Value,Santa Clara Rip Index,Balboa Ct. # of Rip Rescues:,San Fernando Pl.. # of Rip Rescues:,Santa Clara Pl.. # of Rip Rescues:,Observer ID:,Username,Statement 0,Statement 1,Statement 2,Statement 3
9/10/2015 20:30:22,9/10/2015,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,199552,,,,,
9/11/2015 19:43:53,9/11/2015,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,1,2,0,0,0,207149,,,,,
9/12/2015 16:36:21,9/12/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,121531,,,,,
9/13/2015 13:56:44,9/13/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,199552,,,,,
9/13/2015 21:00:45,9/13/2015,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",2,1,1,0,0,0,199552,,,,,
9/17/2015 14:47:24,9/15/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,Brian Clark,,,,,
9/19/2015 13:50:08,9/19/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,221232,,,,,
9/20/2015 14:57:43,9/20/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,0,2,0,221232,,,,,
9/22/2015 20:17:22,9/22/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,199552,,,,,
9/22/2015 20:28:50,9/22/2015,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,199552,,,,,
9/25/2015 16:46:44,9/25/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",2,2,1,0,0,0,249991,,,,,
9/25/2015 20:08:12,9/25/2015,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",2,2,1,0,0,0,Dustin Fiero,,,,,
9/26/2015 14:17:01,9/26/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,Dustin Fiero,,,,,
9/26/2015 17:50:53,9/26/2015,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,Dustin Fiero,,,,,
9/27/2015 14:42:02,9/27/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,199552,,,,,
9/27/2015 21:17:18,9/27/2015,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,199552,,,,,
9/28/2015 16:33:18,9/28/2015,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,dustin fiero,,,,,
9/29/2015 16:28:59,9/29/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,Rowe,,,,,
10/4/2015 16:30:59,10/4/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,207149,,,,,
10/4/2015 21:16:08,10/4/2015,3:00 PM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,199552,,,,,
10/5/2015 17:33:22,10/5/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers",No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers",1,0,1,0,0,0,199552,,,,,
10/5/2015 20:48:46,10/5/2015,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers",No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers",1,0,1,0,0,0,199552,,,,,
10/6/2015 16:05:18,10/6/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,199552,,,,,
10/6/2015 19:15:10,10/6/2015,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,211753,,,,,
10/8/2015 17:49:14,10/8/2015,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,M. Pimentel,,,,,
10/9/2015 17:39:25,10/9/2015,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
10/10/2015 15:38:57,10/10/2015,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,1,0,M. Pimentel,,,,,
10/11/2015 13:51:11,10/11/2015,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,199552,,,,,
10/12/2015 16:54:31,10/12/2015,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,199552,,,,,
10/12/2015 20:48:58,10/12/2015,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions",2,2,3,0,0,0,199552,,,,,
10/13/2015 15:13:53,10/13/2015,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,211753,,,,,
10/14/2015 17:27:40,10/14/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
10/15/2015 15:02:24,10/15/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
10/16/2015 14:07:08,10/16/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,M. Pimentel,,,,,
10/17/2015 15:20:08,10/17/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
10/18/2015 14:01:55,10/18/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,211753,,,,,
10/19/2015 16:49:07,10/18/2015,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,1,0,0,211753,,,,,
10/19/2015 16:50:44,10/19/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,211753,,,,,
10/19/2015 18:32:36,10/19/2015,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,211753,,,,,
10/23/2015 13:15:51,10/23/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
10/24/2015 13:33:47,10/24/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
10/25/2015 15:44:36,10/26/2015,11:00 AM,No rips present,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers",0,0,1,0,0,0,199552,,,,,
10/27/2015 14:10:09,10/27/2015,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,199552,,,,,
10/28/2015 13:17:45,10/28/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,M. Pimentel,,,,,
10/29/2015 17:19:53,10/29/2015,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,M. Pimentel,,,,,
11/1/2015 18:43:27,11/1/2015,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",No rips present,2,1,0,0,0,0,199552,,,,,
11/1/2015 18:57:19,11/3/2015,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",3,3,2,0,0,0,199552,,,,,
11/2/2015 18:02:47,11/2/2015,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,199552,,,,,
